         74824230 function calls (74713959 primitive calls) in 103.442 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 <string>:1(PointbiserialrResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Power_divergenceResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RanksumsResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(RepeatedResults)
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SkewtestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SpearmanrResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Std_dev)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_indResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_relResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Variance)
        1    0.000    0.000    0.000    0.000 <string>:1(WilcoxonResult)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        2    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:1967(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:1972(ImageTransformHandler)
        1    0.053    0.053    0.068    0.068 Image.py:27(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:38(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:42(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 Image.py:451(_E)
        1    0.000    0.000    0.000    0.000 Image.py:486(Image)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:113(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:127(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:145(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:159(UnsharpMask)
        1    0.001    0.001    0.001    0.001 ImageFilter.py:18(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:184(BLUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(CONTOUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:204(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:21(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:213(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:222(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:231(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:240(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:249(SMOOTH)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:258(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:269(SHARPEN)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:57(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:62(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:85(MedianFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:99(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
       26    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
       11    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
        5    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
       11    0.000    0.000    0.000    0.000 UserDict.py:91(get)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
       19    1.014    0.053    6.889    0.363 __init__.py:1(<module>)
        1    0.043    0.043    0.043    0.043 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(ProjectionRegistry)
        1    0.146    0.146    0.652    0.652 __init__.py:101(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(__init__)
       22    0.019    0.001    0.131    0.006 __init__.py:1016(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:1025(getLogger)
        1    0.125    0.125    1.725    1.725 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        1    0.093    0.093    0.355    0.355 __init__.py:108(<module>)
        1    0.000    0.000    0.008    0.008 __init__.py:109(cpu_count)
       22    0.001    0.000    0.138    0.006 __init__.py:1093(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1112(Logger)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:1259(rc_context)
        1    0.066    0.066    1.999    1.999 __init__.py:127(<module>)
        1    0.072    0.072    0.077    0.077 __init__.py:133(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1375(get_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:1387(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        3    0.000    0.000    0.000    0.000 __init__.py:146(compare_versions)
        1    0.080    0.080    0.114    0.114 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:1567(getLogger)
        1    0.054    0.054    0.216    0.216 __init__.py:157(<module>)
       39    0.000    0.000    0.000    0.000 __init__.py:1579(unpack_labeled_data)
       39    0.001    0.000    0.003    0.000 __init__.py:1617(param)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.204    0.204    0.378    0.378 __init__.py:168(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        2    0.000    0.000    0.000    0.000 __init__.py:17(register)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        2    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.070    0.070 __init__.py:18(pylab_setup)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.005    0.005    0.041    0.041 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
        1    0.228    0.228    0.378    0.378 __init__.py:212(<module>)
        4    0.000    0.000    0.013    0.003 __init__.py:212(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.118    0.118    0.434    0.434 __init__.py:228(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:241(Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:265(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:269(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:280(set_fileo)
        1    0.206    0.206    1.068    1.068 __init__.py:281(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:288(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:294(loads)
       23    0.000    0.000    0.000    0.000 __init__.py:297(report)
        2    0.115    0.058    0.119    0.060 __init__.py:3(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:308(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
    14/10    0.000    0.000    0.006    0.001 __init__.py:319(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
       23    0.000    0.000    0.000    0.000 __init__.py:331(ge)
        1    0.134    0.134    0.470    0.470 __init__.py:341(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:356(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:385(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        2    0.074    0.037    1.926    0.963 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:426(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:428(checkdep_ps_distiller)
        1    0.030    0.030    0.031    0.031 __init__.py:44(<module>)
        2    0.069    0.034    0.170    0.085 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:469(checkdep_usetex)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        3    0.000    0.000    0.000    0.000 __init__.py:490(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        5    0.000    0.000    0.000    0.000 __init__.py:498(cast)
        1    0.000    0.000    0.000    0.000 __init__.py:503(BufferingFormatter)
        9    0.000    0.000    0.001    0.000 __init__.py:513(_get_home)
        2    0.089    0.044    1.356    0.678 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Filter)
        1    0.031    0.031    0.046    0.046 __init__.py:56(<module>)
        1    0.022    0.022    0.164    0.164 __init__.py:57(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:572(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:582(Filterer)
        2    0.000    0.000    0.000    0.000 __init__.py:586(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        4    0.000    0.000    0.014    0.003 __init__.py:600(_get_config_or_cache_dir)
        1    0.071    0.071    1.809    1.809 __init__.py:632(<module>)
        2    0.000    0.000    0.008    0.004 __init__.py:635(_get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:656(Handler)
        2    0.000    0.000    0.006    0.003 __init__.py:660(_get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:672(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:679(_get_data_path)
        1    0.081    0.081    0.087    0.087 __init__.py:69(<module>)
        1    0.028    0.028    0.332    0.332 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ProcessError)
        2    0.000    0.000    0.026    0.013 __init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 __init__.py:722(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BufferTooShort)
        8    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.005    0.005 __init__.py:756(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:77(TimeoutError)
        1    0.015    0.015    0.057    0.057 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:80(AuthenticationError)
        1    0.000    0.000    0.000    0.000 __init__.py:820(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:854(RcParams)
      250    0.000    0.000    0.000    0.000 __init__.py:863(<genexpr>)
       24    0.001    0.000    0.011    0.000 __init__.py:870(__init__)
     1036    0.003    0.000    0.031    0.000 __init__.py:874(__setitem__)
        2    0.110    0.055    0.139    0.070 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:891(FileHandler)
       74    0.000    0.000    0.000    0.000 __init__.py:894(__getitem__)
        2    0.001    0.001    0.001    0.001 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:918(update)
        1    0.000    0.000    0.000    0.000 __init__.py:963(PlaceHolder)
        1    0.000    0.000    0.041    0.041 __init__.py:967(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:969(__init__)
       22    0.000    0.000    0.000    0.000 __init__.py:987(is_url)
        1    0.025    0.025    0.047    0.047 __init__.py:99(<module>)
       44    0.001    0.000    0.086    0.002 __init__.py:998(_open_file_or_url)
        2    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        4    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        2    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
        8    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arraytools.py:3(<module>)
        1    0.108    0.108    0.485    0.485 _axes.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _axes.py:93(Axes)
        1    0.030    0.030    0.043    0.043 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:128(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:395(_AxesBase)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:179(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:246(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:260(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:276(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.002    0.002 _binned_statistic.py:1(<module>)
        1    0.062    0.062    1.228    1.228 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 _cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:98(get_color_function)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:12(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _common.py:219(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:5(weekday)
        1    0.000    0.000    0.000    0.000 _common.py:53(_DatetimeWithFold)
       14    0.000    0.000    0.000    0.000 _common.py:8(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:97(_tzinfo)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1018(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:103(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1072(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1129(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1198(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1238(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1286(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1351(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1384(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1468(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1525(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1572(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1620(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1666(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1743(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1785(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:193(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1942(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2069(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2128(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2189(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2234(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2271(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2319(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:232(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2373(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2411(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2457(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2501(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2534(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2571(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2635(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:267(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2682(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2730(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2771(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2812(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2848(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2891(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2934(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3001(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3049(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:308(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3093(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3144(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3209(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:321(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3257(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3304(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3336(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:353(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3586(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3636(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3676(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3719(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3781(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3842(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:39(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3931(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3992(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4042(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4179(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4227(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4263(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4298(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4337(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4393(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4439(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4497(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4534(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4566(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4625(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4674(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4720(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4774(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4835(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4883(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4913(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4960(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4998(wrapcauchy_gen)
        1    0.029    0.029    0.133    0.133 _continuous_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5055(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5119(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:516(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:53(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:572(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:622(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:672(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:739(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:786(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:830(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:885(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:933(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:966(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:19(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
